PAYERGROUPCODE,STATECODE,MONTHUID,ACTIVEMEMBERSHIP,ACTIVEMEMBERSHIP_FORECAST,ACTIVEMEMBERSHIP_FORECAST_LOWER,ACTIVEMEMBERSHIP_FORECAST_UPPER,ACTIVEMEMBERSHIP_FORECAST_MAE,MODEL
Medicare,KY,2019-07,78329,78322.72133121,78279.863528033,78366.027869963,2644.136308682,PROPHET
Medicare,KY,2019-08,78189,78188.998873665,78146.502536749,78233.652074031,2644.136308682,PROPHET
Medicare,KY,2019-09,77954,78002.907016786,77957.356654229,78044.861008146,2644.136308682,PROPHET
Medicare,KY,2019-10,77635,77595.330966152,77555.139829715,77637.524651237,2644.136308682,PROPHET
Medicare,KY,2019-11,77245,77174.169047163,77131.939330129,77218.400566238,2644.136308682,PROPHET
Medicare,KY,2019-12,76705,76766.592996529,76724.708447186,76808.450607901,2644.136308682,PROPHET
Medicare,KY,2020-01,,76345.431077541,76253.801128974,76432.189461765,2644.136308682,PROPHET
Medicare,KY,2020-02,,75924.269158552,75608.193666756,76176.76940541,2644.136308682,PROPHET
Medicare,LA,2019-01,104377,104922.225467667,104097.507896015,105736.467511173,1131.516127741,PROPHET
Medicare,LA,2019-02,104408,104067.855989362,103186.884991602,104921.054002587,1131.516127741,PROPHET
Medicare,LA,2019-03,104786,103296.16522804,102428.800714265,104144.523891724,1131.516127741,PROPHET
Medicare,LA,2019-04,101493,102441.386976627,101565.888556712,103269.163252649,1131.516127741,PROPHET
Medicare,LA,2019-05,101262,101614.291803479,100793.067375568,102481.677255475,1131.516127741,PROPHET
Medicare,LA,2019-06,100497,100764.138609164,99924.38821687,101594.339777919,1131.516127741,PROPHET
Medicare,LA,2019-07,100264,100852.995315306,100007.906760645,101675.371538109,1131.516127741,PROPHET
Medicare,LA,2019-08,101115,100948.057001575,100178.764332405,101786.997099799,1131.516127741,PROPHET
Medicare,LA,2019-09,101753,101043.118562158,100217.10110377,101910.821908561,1131.516127741,PROPHET
Medicare,LA,2019-10,101585,101129.755013811,100316.873573303,102004.759239159,1131.516127741,PROPHET
Medicare,LA,2019-11,101261,101219.279347186,100416.769055992,102056.306019805,1131.516127741,PROPHET
Medicare,LA,2019-12,100804,101305.91579884,100462.577386986,102081.868154811,1131.516127741,PROPHET
Medicare,LA,2020-01,,101395.440132215,100573.931174287,102211.177984531,1131.516127741,PROPHET
Medicare,LA,2020-02,,101484.96446559,100665.966484698,102453.210919538,1131.516127741,PROPHET
Medicare,MA,2019-01,2533,2479.296513344,2440.538467296,2516.537210721,72.765305701,PROPHET
Medicare,MA,2019-02,2418,2461.659621513,2421.448268799,2498.860044009,72.765305701,PROPHET
Medicare,MA,2019-03,2443,2445.730283013,2410.275422478,2482.01286126,72.765305701,PROPHET
Medicare,MA,2019-04,2396,2428.213418446,2388.375520911,2468.130461064,72.765305701,PROPHET
Medicare,MA,2019-05,2477,2454.501859366,2414.86687058,2491.525451793,72.765305701,PROPHET
Medicare,MA,2019-06,2495,2481.666582834,2443.473259136,2521.021968416,72.765305701,PROPHET
Medicare,MA,2019-07,2513,2507.95502638,2471.042312534,2545.715685252,72.765305701,PROPHET
Medicare,MA,2019-08,2503,2535.12141854,2499.520332174,2574.499401136,72.765305701,PROPHET
Medicare,MA,2019-09,2556,2589.623093757,2551.357692746,2626.396312827,72.765305701,PROPHET
Medicare,MA,2019-10,2676,2642.42814788,2605.603946417,2680.201128179,72.765305701,PROPHET
Medicare,MA,2019-11,2724,2696.993370474,2658.312158601,2735.151791818,72.765305701,PROPHET
Medicare,MA,2019-12,2739,2749.798424597,2709.932936199,2789.522456497,72.765305701,PROPHET
Medicare,MA,2020-01,,2804.363647191,2765.294098883,2843.585859896,72.765305701,PROPHET
Medicare,MA,2020-02,,2858.928869785,2815.754626833,2903.785466773,72.765305701,PROPHET
Medicare,MD,2019-01,56458,56457.252091085,56439.500818598,56474.383657004,144.878305422,PROPHET
Medicare,MD,2019-02,56719,56721.403444275,56703.246549089,56738.374421766,144.878305422,PROPHET
Medicare,MD,2019-03,57117,57115.344363921,57095.907475888,57134.073403248,144.878305422,PROPHET
Medicare,MD,2019-04,57375,57374.999562374,57356.884289855,57393.50338548,144.878305422,PROPHET
Medicare,MD,2019-05,57602,57601.999466835,57583.374967084,57619.694296111,144.878305422,PROPHET
Medicare,MD,2019-06,57558,57556.455252273,57537.13835855,57573.309462836,144.878305422,PROPHET
Medicare,MD,2019-07,57463,57466.04018152,57447.705583832,57484.077788928,144.878305422,PROPHET
Medicare,MD,2019-08,57677,57675.505258131,57655.321964886,57693.687820431,144.878305422,PROPHET
Medicare,MD,2019-09,57792,57800.877110385,57782.925891007,57818.099629678,144.878305422,PROPHET
Medicare,MD,2019-10,57859,57828.320608316,57808.63070359,57845.174710846,144.878305422,PROPHET
Medicare,MD,2019-11,57822,57856.678889511,57838.586892602,57874.586613402,144.878305422,PROPHET
Medicare,MD,2019-12,57897,57884.122387442,57864.857769652,57902.082749194,144.878305422,PROPHET
Medicare,MD,2020-01,,57912.480668637,57812.441894691,57995.392558236,144.878305422,PROPHET
Medicare,MD,2020-02,,57940.838949832,57610.195106647,58225.866672768,144.878305422,PROPHET
Medicare,ME,2019-01,59,58.583208872,55.916608949,61.353228315,0.878850324,PROPHET
Medicare,ME,2019-02,57,58.273232629,55.305941725,60.948955236,0.878850324,PROPHET
Medicare,ME,2019-03,56,57.993253779,55.203456681,60.758257915,0.878850324,PROPHET
Medicare,ME,2019-04,55,57.683276883,55.013252742,60.493186616,0.878850324,PROPHET
Medicare,ME,2019-05,59,57.383298917,54.699136215,60.325568637,0.878850324,PROPHET
Medicare,ME,2019-06,60,57.073266502,54.446650846,59.874544758,0.878850324,PROPHET
Medicare,ME,2019-07,61,56.772362343,54.016319173,59.565842102,0.878850324,PROPHET
Medicare,ME,2019-08,58,56.461422972,53.568681989,59.130573254,0.878850324,PROPHET
Medicare,ME,2019-09,55,56.150404696,53.514736212,58.898174713,0.878850324,PROPHET
Medicare,ME,2019-10,53,55.849419493,52.96897015,58.696326531,0.878850324,PROPHET
Medicare,ME,2019-11,56,55.538401449,52.916458667,58.30379997,0.878850324,PROPHET
Medicare,ME,2019-12,54,55.237416245,52.524262101,57.952905905,0.878850324,PROPHET
Medicare,ME,2020-01,,54.926398201,52.16858323,57.610956408,0.878850324,PROPHET
Medicare,ME,2020-02,,54.615380157,52.020623683,57.459802056,0.878850324,PROPHET
Medicare,MI,2019-01,80914,80660.681395571,65508.637424868,94328.57101898,23772.808489913,PROPHET
Medicare,MI,2019-02,82184,83046.148492557,69065.283583971,98307.59819062,23772.808489913,PROPHET
Medicare,MI,2019-03,82385,85200.76393547,70532.948746335,99081.625799801,23772.808489913,PROPHET
Medicare,MI,2019-04,82947,87586.231036812,73269.541810315,101769.496198655,23772.808489913,PROPHET
Medicare,MI,2019-05,82565,89894.747588561,75088.617131858,104118.798661534,23772.808489913,PROPHET
Medicare,MI,2019-06,82206,92280.21469383,78086.183194643,107716.021149109,23772.808489913,PROPHET
Medicare,MI,2019-07,109386,94588.731248394,79762.448392792,109935.388101503,23772.808489913,PROPHET
Medicare,MI,2019-08,109317,96974.198352371,82079.021289857,111293.550133354,23772.808489913,PROPHET
Medicare,MI,2019-09,110477,99359.665453271,85981.732825136,112740.588414243,23772.808489913,PROPHET
Medicare,MI,2019-10,110599,101668.181998554,87547.013464958,116566.270612307,23772.808489913,PROPHET
Medicare,MI,2019-11,109874,104053.649095347,89037.107973621,119927.906464715,23772.808489913,PROPHET
Medicare,MI,2019-12,78848,106362.16564063,91858.287084494,119170.527452682,23772.808489913,PROPHET
Medicare,MI,2020-01,,108747.632737423,93860.459051073,122733.92778102,23772.808489913,PROPHET
Medicare,MI,2020-02,,111133.099834216,97509.367446472,125915.915101912,23772.808489913,PROPHET
Medicare,MN,2019-01,14872,17815.59879082,14453.981299124,21348.560881298,661.592058699,PROPHET
Medicare,MN,2019-02,14995,16451.07810137,13029.739755906,19818.659123097,661.592058699,PROPHET
Medicare,MN,2019-03,15028,15218.607801129,11626.008838109,18899.449934524,661.592058699,PROPHET
Medicare,MN,2019-04,15102,13854.08711166,10336.556369597,17557.142149748,661.592058699,PROPHET
Medicare,MN,2019-05,15144,12533.583218555,8778.489176373,15979.3452578,661.592058699,PROPHET
Medicare,MN,2019-06,15160,11169.062529049,7693.438687247,14844.310953277,661.592058699,PROPHET
Medicare,MN,2019-07,15211,9848.558636068,6220.526684607,13424.89426381,661.592058699,PROPHET
Medicare,MN,2019-08,4121,8484.03794662,4799.299041975,12044.81825462,661.592058699,PROPHET
Medicare,MN,2019-09,4094,7119.517257154,3617.267397415,10678.05067333,661.592058699,PROPHET
Medicare,MN,2019-10,4067,5799.013364195,2271.243259778,9650.594269573,661.592058699,PROPHET
Medicare,MN,2019-11,4055,4434.492674805,1100.467156318,8188.988564095,661.592058699,PROPHET
Medicare,MN,2019-12,4013,3113.988781846,-696.162988917,6638.297440274,661.592058699,PROPHET
Medicare,MN,2020-01,,1749.468092456,-1911.52533651,5491.290237246,661.592058699,PROPHET
Medicare,MN,2020-02,,384.947403065,-3004.39081854,3806.827436038,661.592058699,PROPHET
Medicare,MO,2019-01,47649,47798.390244114,47549.420101278,48065.385833675,1189.672878487,PROPHET
Medicare,MO,2019-02,47329,47215.706881689,46931.662433851,47449.807122242,1189.672878487,PROPHET
Medicare,MO,2019-03,46825,46689.168523097,46430.801958011,46950.271504342,1189.672878487,PROPHET
Medicare,MO,2019-04,46210,46102.340537225,45841.326139666,46366.085298275,1189.672878487,PROPHET
Medicare,MO,2019-05,45056,45534.442461775,45262.139453045,45804.273040038,1189.672878487,PROPHET
Medicare,MO,2019-06,45198,44947.72956481,44694.618062157,45221.773508761,1189.672878487,PROPHET
Medicare,MO,2019-07,44585,44377.798838649,44133.183262621,44625.658066319,1189.672878487,PROPHET
Medicare,MO,2019-08,43701,43709.861518019,43434.857443695,43983.928380273,1189.672878487,PROPHET
Medicare,MO,2019-09,42752,43041.924207926,42792.64770632,43323.646589208,1189.672878487,PROPHET
Medicare,MO,2019-10,42883,42832.877146232,42577.634960604,43079.733871465,1189.672878487,PROPHET
Medicare,MO,2019-11,42669,42616.861849149,42369.095151217,42882.526887701,1189.672878487,PROPHET
Medicare,MO,2019-12,42418,42407.814787456,42150.094089111,42678.145910201,1189.672878487,PROPHET
Medicare,MO,2020-01,,42191.799490373,41911.072099433,42462.055727218,1189.672878487,PROPHET
Medicare,MO,2020-02,,41975.78419329,41661.834979939,42258.067046401,1189.672878487,PROPHET
Medicare,MS,2019-01,26696,28065.471201384,25877.497803317,30265.390311866,3979.210766852,PROPHET
Medicare,MS,2019-02,26823,27745.912566196,25539.68880522,29934.361233268,3979.210766852,PROPHET
Medicare,MS,2019-03,26883,27457.278970689,25103.988517619,29573.244232328,3979.210766852,PROPHET
Medicare,MS,2019-04,26982,27137.72035223,24911.060403169,29312.624068528,3979.210766852,PROPHET
Medicare,MS,2019-05,27192,26828.470058353,24635.884601385,28890.976632753,3979.210766852,PROPHET
Medicare,MS,2019-06,28147,26508.911399016,24365.835615293,28774.543885939,3979.210766852,PROPHET
Medicare,MS,2019-07,27309,26199.661077419,24142.787392735,28441.587769123,3979.210766852,PROPHET
Medicare,MS,2019-08,27134,25879.64446076,23717.412305819,28153.315459271,3979.210766852,PROPHET
Medicare,MS,2019-09,27004,25559.054502766,23425.728410811,27767.479499094,3979.210766852,PROPHET
Medicare,MS,2019-10,26857,25248.80614675,23140.581353947,27371.15557145,3979.210766852,PROPHET
Medicare,MS,2019-11,25108,24928.216178867,22744.488124735,27114.052083264,3979.210766852,PROPHET
Medicare,MS,2019-12,20046,24617.96782285,22519.590805581,26909.891743814,3979.210766852,PROPHET
Medicare,MS,2020-01,,24297.377854967,22042.794333026,26494.943685896,3979.210766852,PROPHET
Medicare,MS,2020-02,,23976.787887084,21757.782552957,26313.003991914,3979.210766852,PROPHET
Medicare,MT,2019-01,94,100.993593155,93.627854914,108.754925547,14.742061823,PROPHET
Medicare,MT,2019-02,96,98.52819688,92.061672726,105.78588644,14.742061823,PROPHET
Medicare,MT,2019-03,96,96.301387336,89.702513123,103.856967599,14.742061823,PROPHET
Medicare,MT,2019-04,93,93.835991049,86.345701066,101.257627929,14.742061823,PROPHET
Medicare,MT,2019-05,94,91.450123672,84.127219921,98.477837052,14.742061823,PROPHET
Medicare,MT,2019-06,90,88.984727375,81.63510628,96.003359345,14.742061823,PROPHET
Medicare,MT,2019-07,95,86.598459319,79.420501415,94.090559851,14.742061823,PROPHET
Medicare,MT,2019-08,96,84.131641508,76.958874365,91.512031616,14.742061823,PROPHET
Medicare,MT,2019-09,85,81.664767843,74.72224203,88.678439887,14.742061823,PROPHET
Medicare,MT,2019-10,77,79.277470747,72.1635658,86.56814726,14.742061823,PROPHET
Medicare,MT,2019-11,69,76.81059708,69.143773369,84.066944171,14.742061823,PROPHET
Medicare,MT,2019-12,68,74.423299984,67.145931922,81.72626377,14.742061823,PROPHET
Medicare,MT,2020-01,,71.956426317,64.00805909,78.942597668,14.742061823,PROPHET
Medicare,MT,2020-02,,69.489552651,61.58576347,76.228111347,14.742061823,PROPHET
Medicare,NC,2019-01,1252,1256.985506302,1248.252006965,1267.258087135,28.802613124,PROPHET
Medicare,NC,2019-02,1243,1241.605555654,1232.519037531,1250.534628412,28.802613124,PROPHET
Medicare,NC,2019-03,1230,1227.713338158,1218.604465172,1237.3715004,28.802613124,PROPHET
Medicare,NC,2019-04,1219,1212.297775463,1202.54628268,1222.270624306,28.802613124,PROPHET
Medicare,NC,2019-05,1181,1179.408977973,1169.874442227,1188.704427905,28.802613124,PROPHET
Medicare,NC,2019-06,1126,1145.423887081,1136.109905408,1154.605793567,28.802613124,PROPHET
Medicare,NC,2019-07,1125,1112.53508962,1103.624219209,1121.955390829,28.802613124,PROPHET
Medicare,NC,2019-08,1070,1070.01637931,1059.671371807,1078.932328383,28.802613124,PROPHET
Medicare,NC,2019-09,1016,1016.283545771,1006.922850514,1025.528698629,28.802613124,PROPHET
Medicare,NC,2019-10,967,960.384348572,950.610012697,970.122023533,28.802613124,PROPHET
Medicare,NC,2019-11,900,902.621844799,891.949804103,912.4518026,28.802613124,PROPHET
Medicare,NC,2019-12,843,846.7226476,837.3444518,856.226106983,28.802613124,PROPHET
Medicare,NC,2020-01,,788.960143827,777.721857736,798.472790455,28.802613124,PROPHET
Medicare,NC,2020-02,,731.197640055,716.856137156,746.666843536,28.802613124,PROPHET
Medicare,ND,2019-01,91,99.117680485,92.056326377,106.149061267,8.499999891,PROPHET
Medicare,ND,2019-02,93,96.148727162,88.830159771,103.263295184,8.499999891,PROPHET
Medicare,ND,2019-03,90,93.467091911,86.037557545,100.661783601,8.499999891,PROPHET
Medicare,ND,2019-04,92,90.498138602,83.128185382,97.955120417,8.499999891,PROPHET
Medicare,ND,2019-05,96,87.624957943,79.846890501,94.876395851,8.499999891,PROPHET
Medicare,ND,2019-06,90,84.654657225,77.569301,92.103070593,8.499999891,PROPHET
Medicare,ND,2019-07,93,81.779960269,74.80403875,88.49016369,8.499999891,PROPHET
Medicare,ND,2019-08,80,78.809066234,71.648401006,86.051672036,8.499999891,PROPHET
Medicare,ND,2019-09,76,75.838172181,68.771964165,82.60270628,8.499999891,PROPHET
Medicare,ND,2019-10,68,72.963113393,65.779361773,79.422597959,8.499999891,PROPHET
Medicare,ND,2019-11,67,69.992219313,63.169276634,77.106153544,8.499999891,PROPHET
Medicare,ND,2019-12,62,67.117160526,60.111680211,74.253352841,8.499999891,PROPHET
Medicare,ND,2020-01,,64.146266445,56.860866373,70.465283355,8.499999891,PROPHET
Medicare,ND,2020-02,,61.175372365,54.326987923,68.262804064,8.499999891,PROPHET
Medicare,NE,2019-01,14678,14675.419049235,14657.767301148,14694.286753908,35.184695583,PROPHET
Medicare,NE,2019-02,14784,14792.775716261,14773.548157576,14813.324560775,35.184695583,PROPHET
Medicare,NE,2019-03,14911,14898.775299227,14880.196283945,14916.324498208,35.184695583,PROPHET
Medicare,NE,2019-04,14781,14787.029042553,14769.699211506,14805.53753489,35.184695583,PROPHET
Medicare,NE,2019-05,14735,14734.998786996,14716.388800788,14752.471709676,35.184695583,PROPHET
Medicare,NE,2019-06,14714,14720.229369664,14700.79174087,14738.030305895,35.184695583,PROPHET
Medicare,NE,2019-07,14833,14826.774917434,14808.663926976,14844.68492755,35.184695583,PROPHET
Medicare,NE,2019-08,14896,14895.998921203,14876.83134792,14914.244938428,35.184695583,PROPHET
Medicare,NE,2019-09,14905,14896.324614378,14877.526414426,14913.622265351,35.184695583,PROPHET
Medicare,NE,2019-10,14854,14881.769636497,14862.015949332,14899.716476564,35.184695583,PROPHET
Medicare,NE,2019-11,14900,14866.729492686,14848.227105142,14886.469042629,35.184695583,PROPHET
Medicare,NE,2019-12,14838,14852.174514804,14833.836411325,14870.17302445,35.184695583,PROPHET
Medicare,NE,2020-01,,14837.134370993,14800.96381745,14883.232825182,35.184695583,PROPHET
Medicare,NE,2020-02,,14822.094227182,14695.473864585,14962.780162224,35.184695583,PROPHET
Medicare,NH,2019-01,9092,9165.573747045,9089.08876709,9247.617983988,110.390802077,PROPHET
Medicare,NH,2019-02,9210,9144.374367659,9064.662834512,9222.51215295,110.390802077,PROPHET
Medicare,NH,2019-03,9176,9124.712814922,9048.785717915,9202.136418949,110.390802077,PROPHET
Medicare,NH,2019-04,9087,9073.581245006,8996.255956676,9157.966370548,110.390802077,PROPHET
Medicare,NH,2019-05,9009,9024.099079989,8950.061775226,9097.543829417,110.390802077,PROPHET
Medicare,NH,2019-06,8941,8972.967506428,8897.280184888,9046.763653895,110.390802077,PROPHET
Medicare,NH,2019-07,8928,8923.727746696,8848.033330598,9001.119943637,110.390802077,PROPHET
Medicare,NH,2019-08,8832,8873.306444755,8797.967049971,8949.082847668,110.390802077,PROPHET
Medicare,NH,2019-09,9116,9051.61263621,8969.580565197,9131.460679354,110.390802077,PROPHET
Medicare,NH,2019-10,9197,9224.227527416,9148.516705434,9307.657587876,110.390802077,PROPHET
Medicare,NH,2019-11,9289,9402.596248329,9320.244569171,9472.496983973,110.390802077,PROPHET
Medicare,NH,2019-12,9679,9575.211139535,9498.468362055,9650.750501804,110.390802077,PROPHET
Medicare,NH,2020-01,,9753.579860448,9669.380773036,9837.716809445,110.390802077,PROPHET
Medicare,NH,2020-02,,9931.948581361,9830.305283043,10039.183350966,110.390802077,PROPHET
Medicare,NJ,2019-01,106433,106858.371227032,104456.417023749,109466.401716181,4751.542233728,PROPHET
Medicare,NJ,2019-02,106899,107198.463744929,104717.874039657,109577.181027588,4751.542233728,PROPHET
Medicare,NJ,2019-03,106801,107505.644089713,104975.41996456,109902.715650577,4751.542233728,PROPHET
Medicare,NJ,2019-04,107596,107845.73661167,105410.661914977,110275.337148368,4751.542233728,PROPHET
Medicare,NJ,2019-05,108227,108174.858405997,105844.699263212,110660.364998283,4751.542233728,PROPHET
Medicare,NJ,2019-06,109015,108514.94573319,106135.556789737,110808.618067469,4751.542233728,PROPHET
Medicare,NJ,2019-07,109633,108838.809302355,106411.428315551,111291.812799466,4751.542233728,PROPHET
Medicare,NJ,2019-08,108864,109162.881261584,106852.26837111,111558.359860162,4751.542233728,PROPHET
Medicare,NJ,2019-09,108695,107633.342285957,105087.824876771,109971.457096319,4751.542233728,PROPHET
Medicare,NJ,2019-10,108001,106138.860531357,103569.744688779,108582.175538511,4751.542233728,PROPHET
Medicare,NJ,2019-11,107672,104594.562718271,102084.282191553,106973.046073843,4751.542233728,PROPHET
Medicare,NJ,2019-12,97733,103100.080963671,100525.683049767,105601.072072861,4751.542233728,PROPHET
Medicare,NJ,2020-01,,101555.783150584,99070.287968066,104051.848767096,4751.542233728,PROPHET
