MONTHS,PROVIDERNAME,SPECIALITY,STATE,IP_INDICATOR,LOB,PRICEPM,MEMBER_COUNT
2019-12,Minnie Hamilton Health Care-Glenville,Clinic/Center,WV,O,Commercial,83.17,1
2019-12,Mirian Worthy Womens Health Center,Clinic/Center,GA,O,Medicare,22444.06,46
2019-12,Mission Center Healthcare,Clinic/Center,CA,O,Commercial,413.14,3
2019-12,Modern Medical PC,Clinic/Center,NY,O,Commercial,690.62,1
2019-12,Monmouth Family Health Center,Clinic/Center,NJ,O,Commercial,6535.05,47
2019-12,Monmouth Family Health Center,Clinic/Center,NJ,O,Medicare,7599.64,29
2019-12,Monongalia Pediatric & Youth Assoc. Inc.,Clinic/Center,WV,O,Commercial,897.95,3
2019-12,Monroe County Health Center,Clinic/Center,WV,O,Commercial,166.34,1
2019-12,Monticello Medical Clinic,Clinic/Center,AR,O,Commercial,413.20,1
2019-12,Moore Care LLC,Clinic/Center,OK,O,Commercial,154.88,1
2019-12,Moreno Valley Family Health Center,Clinic/Center,CA,O,Medicare,5460.68,70
2019-12,Moreno Valley Womens & Family Clinic,Clinic/Center,CA,O,Medicare,40.22,1
2019-12,Morris Pediatric Care LLC,Clinic/Center,NJ,O,Commercial,868.47,6
2019-12,Mount Vernon Healthy Living Center,Clinic/Center,IL,O,Commercial,3424.94,26
2019-12,Mountain Comprehensive Health Corp.,Clinic/Center,KY,O,Medicare,804.87,16
2019-12,Mountain Park Health Center-Maryvale,Clinic/Center,AZ,O,Commercial,2539.06,21
2019-12,Mountain Park Health Center-Maryvale,Clinic/Center,AZ,O,Medicare,97.73,1
2019-12,Mountain Ridge Pediatrics,Clinic/Center,VA,O,Commercial,43.18,1
2019-12,Mountain Ridge Pediatrics,Clinic/Center,VA,O,Medicare,203.88,1
2019-12,Mountainburg Family Clinic,Clinic/Center,AR,O,Commercial,62.85,1
2019-12,Mountainside Family Practice Associates,Clinic/Center,NJ,O,Commercial,228.17,3
2019-12,Mountainside Family Practice Associates,Clinic/Center,NJ,O,Medicare,249.76,1
2019-12,Mulberry Family Clinic,Clinic/Center,AR,O,Commercial,222.99,2
2019-12,Mulberry Family Clinic,Clinic/Center,AR,O,Medicare,0.00,1
2019-12,Muskingum Valley Health Center,Clinic/Center,OH,O,Commercial,471.00,1
2019-12,"Namita Mohideen, MD, Inc.",Clinic/Center,CA,O,Commercial,348.97,2
2019-12,"Nana Osei Amoah, MD: Virginia Internal Medicine PC",Clinic/Center,VA,O,Medicare,3703.20,1
2019-12,Native Health-Central,Clinic/Center,AZ,O,Commercial,114.72,1
2019-12,Native Health-Central,Clinic/Center,AZ,O,Medicare,1701.90,15
2019-12,Natural Family Health Clinic LLC,Clinic/Center,OR,O,Commercial,183.68,1
2019-12,Natural Pediatrics,Clinic/Center,TX,O,Medicare,1324.71,4
2019-12,Near South Health Cener,Clinic/Center,IL,O,Medicare,1413.29,11
2019-12,Nebraska Urban Indian Medical Center,Clinic/Center,NE,O,Commercial,105.99,1
2019-12,Nebraska Urban Indian Medical Center,Clinic/Center,NE,O,Medicare,235.89,4
2019-12,Neighborcare Health at Columbia City,Clinic/Center,WA,O,Commercial,76.82,1
2019-12,Neighborhood Health Services Corp.,Clinic/Center,NJ,O,Medicare,,1
2019-12,Nevada Medical Clinic LLC,Clinic/Center,MO,O,Medicare,16.28,1
2019-12,New Horizons Primary Care PC,Clinic/Center,CO,O,Commercial,299.22,1
2019-12,New Paltz Family Health Center,Clinic/Center,NY,O,Commercial,683.56,1
2019-12,New Paltz Family Health Center,Clinic/Center,NY,O,Medicare,153.34,6
2019-12,New Stanton Primary Care,Clinic/Center,PA,O,Commercial,189.44,2
2019-12,Newport Childrens Medical Group,Clinic/Center,CA,O,Commercial,567.92,1
2019-12,Newsom Healthcare of Desoto County LLC,Clinic/Center,MS,O,Commercial,412.09,2
2019-12,Next Century Medical Care LLC,Nurse Practitioner,DE,O,Medicare,152.92,1
2019-12,Nicole Graham,Clinic/Center,NC,O,Commercial,396.79,1
2019-12,Niveen Abdelmessih MD Inc.,Clinic/Center,CA,O,Commercial,641.66,1
2019-12,Noah Palomino Health Center,Clinic/Center,AZ,O,Commercial,81.98,1
2019-12,Noah Palomino Health Center,Clinic/Center,AZ,O,Medicare,2718.73,26
2019-12,North Atlanta Pediatric Associates,Clinic/Center,GA,O,Commercial,299.76,3
2019-12,North Blanco Family Physicians P.A.,Clinic/Center,TX,O,Commercial,149.12,1
2019-12,North Brunswick Medical Associates,Clinic/Center,NJ,O,Commercial,160.79,1
2019-12,North Country Family Health Center,Clinic/Center,NY,O,Medicare,437.08,7
2019-12,North Miami Pediatrics,Clinic/Center,FL,O,Medicare,441.38,3
2019-12,North Miami Pediatrics Pa,Clinic/Center,FL,O,Medicare,1771.87,6
2019-12,North Riverside Health Center,Clinic/Center,IL,O,Medicare,1122.49,8
2019-12,Northampton Family Practice PC,Clinic/Center,NC,O,Medicare,2040.33,5
2019-12,Northern Lights Family Medicine PC,Clinic/Center,MI,O,Commercial,85.22,1
2019-12,Northlake Medicine and Wellness Center LLC,Clinic/Center,LA,O,Commercial,130.32,1
2019-12,Northside Health Center,Clinic/Center,OH,O,Commercial,153.37,1
2019-12,Northwest Medical Center Grant City Clinic,Clinic/Center,MO,O,Commercial,138.76,2
2019-12,Northwest Medical Center Grant City Clinic,Clinic/Center,MO,O,Medicare,149.64,2
2019-12,Northwest Pediatrics & Adolescent Medicine,Clinic/Center,OR,O,Commercial,413.34,1
2019-12,Notchview Pediatrics at SMG,Clinic/Center,NJ,O,Commercial,478.24,2
2019-12,Novamedcare Inc.,Clinic/Center,NJ,O,Commercial,162.78,1
2019-12,Np Health Clinic PLLC,Nurse Practitioner,TX,O,Commercial,203.35,2
2019-12,Oak Mill Medical Associates Sc,Clinic/Center,IL,O,Commercial,85.42,2
2019-12,Oak Orchard Community Health Center,Clinic/Center,NY,O,Medicare,201.93,2
2019-12,Oak Street Health Physicians Group PC,Clinic/Center,IL,O,Medicare,162.97,2
2019-12,Oakhurst Pediatrics,Clinic/Center,GA,O,Commercial,43.68,1
2019-12,Och Family Health Clinic,Clinic/Center,MS,O,Commercial,223.88,1
2019-12,Ocoee Regional Health Corp.,Clinic/Center,TN,O,Commercial,212.94,1
2019-12,Ocoee Regional Health Corp.,Clinic/Center,TN,O,Medicare,242.29,2
2019-12,Odyssey House,Clinic/Center,NY,O,Commercial,436.20,1
2019-12,Ogeda Family Care PLLC,Clinic/Center,TX,O,Commercial,261.28,1
2019-12,Oihn-Family Medicine Center,Clinic/Center,MI,O,Medicare,1507.79,5
2019-12,Okeene Hospital Medical Clinic,Clinic/Center,OK,O,Commercial,1685.74,2
2019-12,Old Dominion Pediatrics PLLC,Clinic/Center,VA,O,Medicare,1666.58,7
2019-12,Omin Medical Center,Clinic/Center,MD,O,Medicare,104.98,1
2019-12,Omni Primary Care PC,Clinic/Center,GA,O,Commercial,82.74,1
2019-12,One Source Pediatrics Pa,Clinic/Center,FL,O,Commercial,73.04,1
2019-12,One Source Pediatrics Pa,Clinic/Center,FL,O,Medicare,405.42,1
2019-12,Ontario Childrens Health,Clinic/Center,OH,O,Commercial,1410.81,13
2019-12,Orchard Family Medicine PC,Clinic/Center,VA,O,Commercial,2157.23,2
2019-12,Orland Childrens Center,Clinic/Center,CA,O,Commercial,349.86,2
2019-12,Osh -Pa Physicians Group PC,Clinic/Center,PA,O,Commercial,304.25,3
2019-12,Others,Clinic/Center,AZ,O,Commercial,591.03,3
2019-12,Others,Clinic/Center,AZ,O,Medicare,3139.26,20
2019-12,Others,Clinic/Center,CA,O,Commercial,8078.50,27
2019-12,Others,Clinic/Center,CA,O,Medicare,7801.27,33
2019-12,Others,Clinic/Center,FL,O,Commercial,2529.03,28
2019-12,Others,Clinic/Center,FL,O,Medicare,2021.79,17
2019-12,Others,Clinic/Center,GA,O,Commercial,385.12,4
2019-12,Others,Clinic/Center,IL,O,Commercial,10880.18,89
2019-12,Others,Clinic/Center,IL,O,Medicaid,169.63,1
2019-12,Others,Clinic/Center,IL,O,Medicare,4788.85,24
2019-12,Others,Clinic/Center,IN,O,Commercial,1089.28,9
2019-12,Others,Clinic/Center,KS,O,Commercial,94.15,1
2019-12,Others,Clinic/Center,LA,O,Commercial,221.78,2
2019-12,Others,Clinic/Center,LA,O,Medicare,347.22,3
2019-12,Others,Clinic/Center,MS,O,Commercial,1481.32,9
2019-12,Others,Clinic/Center,MS,O,Medicare,356.12,4
2019-12,Others,Clinic/Center,NC,O,Commercial,478.77,2
2019-12,Others,Clinic/Center,NJ,O,Commercial,159.37,2
2019-12,Others,Clinic/Center,NJ,O,Medicare,5553.00,26
2019-12,Others,Clinic/Center,NY,O,Commercial,2231.73,12
2019-12,Others,Clinic/Center,NY,O,Medicare,4796.65,26
2019-12,Others,Clinic/Center,OH,O,Commercial,104.06,1
2019-12,Others,Clinic/Center,PR,O,Commercial,142.11,3
2019-12,Others,Clinic/Center,SC,O,Commercial,461.78,2
2019-12,Others,Clinic/Center,SC,O,Medicare,1097.91,10
2019-12,Others,Clinic/Center,TX,O,Commercial,3069.41,20
2019-12,Others,Clinic/Center,TX,O,Medicare,6970.13,41
2019-12,Others,Nurse Practitioner,AR,O,Commercial,2917.68,24
2019-12,Others,Nurse Practitioner,AR,O,Medicare,87.63,1
2019-12,Others,Nurse Practitioner,AZ,O,Medicare,2977.68,17
2019-12,Others,Nurse Practitioner,CA,O,Commercial,7497.68,14
2019-12,Others,Nurse Practitioner,CA,O,Medicare,2487.12,25
2019-12,Others,Nurse Practitioner,CO,O,Commercial,832.89,4
2019-12,Others,Nurse Practitioner,CT,O,Commercial,188.02,2
2019-12,Others,Nurse Practitioner,CT,O,Medicare,156.16,1
2019-12,Others,Nurse Practitioner,DE,O,Medicare,148.07,2
2019-12,Others,Nurse Practitioner,FL,O,Commercial,3143.32,21
2019-12,Others,Nurse Practitioner,FL,O,Medicare,7574.36,62
2019-12,Others,Nurse Practitioner,GA,O,Commercial,226.44,2
2019-12,Others,Nurse Practitioner,GA,O,Medicare,7459.10,28
2019-12,Others,Nurse Practitioner,IA,O,Medicare,5222.51,23
2019-12,Others,Nurse Practitioner,ID,O,Commercial,945.83,8
2019-12,Others,Nurse Practitioner,IL,O,Commercial,3336.31,22
2019-12,Others,Nurse Practitioner,IL,O,Medicaid,123.42,1
2019-12,Others,Nurse Practitioner,IL,O,Medicare,5533.17,24
2019-12,Others,Nurse Practitioner,IN,O,Commercial,1478.44,11
2019-12,Others,Nurse Practitioner,IN,O,Medicare,2808.44,17
2019-12,Others,Nurse Practitioner,KS,O,Commercial,973.04,8
2019-12,Others,Nurse Practitioner,KS,O,Medicare,2024.45,21
2019-12,Others,Nurse Practitioner,KY,O,Commercial,5597.12,41
2019-12,Others,Nurse Practitioner,KY,O,Medicare,7874.51,45
2019-12,Others,Nurse Practitioner,LA,O,Medicare,4556.03,32
2019-12,Others,Nurse Practitioner,MA,O,Commercial,462.86,2
2019-12,Others,Nurse Practitioner,MD,O,Commercial,508.96,5
2019-12,Others,Nurse Practitioner,MD,O,Medicare,2799.93,19
2019-12,Others,Nurse Practitioner,ME,O,Commercial,1153.83,6
2019-12,Others,Nurse Practitioner,MI,O,Commercial,15285.79,106
2019-12,Others,Nurse Practitioner,MI,O,Medicare,2664.67,8
2019-12,Others,Nurse Practitioner,MN,O,Commercial,645.77,3
2019-12,Others,Nurse Practitioner,MO,O,Commercial,130.65,1
2019-12,Others,Nurse Practitioner,MO,O,Medicare,359.16,2
2019-12,Others,Nurse Practitioner,MS,O,Commercial,537.66,2
2019-12,Others,Nurse Practitioner,MS,O,Medicare,828.27,6
2019-12,Others,Nurse Practitioner,MT,O,Commercial,205.27,2
2019-12,Others,Nurse Practitioner,NC,O,Commercial,3333.35,15
2019-12,Others,Nurse Practitioner,NE,O,Commercial,373.06,1
2019-12,Others,Nurse Practitioner,NE,O,Medicare,250.14,2
2019-12,Others,Nurse Practitioner,NH,O,Commercial,1097.79,5
2019-12,Others,Nurse Practitioner,NH,O,Medicaid,109.91,1
2019-12,Others,Nurse Practitioner,NJ,O,Commercial,1058.97,7
2019-12,Others,Nurse Practitioner,NJ,O,Medicare,2812.36,8
2019-12,Others,Nurse Practitioner,NV,O,Commercial,0.00,1
2019-12,Others,Nurse Practitioner,NV,O,Medicare,533.41,5
2019-12,Others,Nurse Practitioner,NY,O,Commercial,8241.18,34
2019-12,Others,Nurse Practitioner,NY,O,Medicare,1904.37,11
2019-12,Others,Nurse Practitioner,OH,O,Commercial,4628.66,36
2019-12,Others,Nurse Practitioner,OH,O,Medicare,1344.06,7
2019-12,Others,Nurse Practitioner,OK,O,Commercial,527.11,6
2019-12,Others,Nurse Practitioner,OR,O,Commercial,19.24,1
2019-12,Others,Nurse Practitioner,PA,O,Commercial,1614.64,10
2019-12,Others,Nurse Practitioner,PA,O,Medicare,2411.66,16
2019-12,Others,Nurse Practitioner,SC,O,Commercial,209.06,1
2019-12,Others,Nurse Practitioner,SC,O,Medicare,385.67,5
2019-12,Others,Nurse Practitioner,TN,O,Commercial,1273.95,11
2019-12,Others,Nurse Practitioner,TN,O,Medicare,6961.66,45
2019-12,Others,Nurse Practitioner,TX,O,Commercial,16410.37,80
2019-12,Others,Nurse Practitioner,TX,O,Medicaid,69.60,1
2019-12,Others,Nurse Practitioner,TX,O,Medicare,10629.04,56
2019-12,Others,Nurse Practitioner,VA,O,Commercial,310.09,3
2019-12,Others,Nurse Practitioner,VA,O,Medicare,1975.78,9
2019-12,Others,Nurse Practitioner,WA,O,Commercial,4282.20,20
2019-12,Others,Nurse Practitioner,WA,O,Medicare,4308.66,41
2019-12,Others,Nurse Practitioner,WI,O,Commercial,712.55,3
2019-12,Others,Nurse Practitioner,WI,O,Medicare,824.55,11
2019-12,Others,Nurse Practitioner,WV,O,Commercial,83.17,1
2019-12,Others,Nurse Practitioner,WV,O,Medicare,187.55,3
2019-12,Our Lady of Hope Medical Clinic,Clinic/Center,CO,O,Commercial,50.34,1
2019-12,Ourmed LLC,Clinic/Center,AL,O,Commercial,507.04,3
2019-12,Ozaukee Cty. Public Health Dept. 89,Clinic/Center,WI,O,Medicare,0.00,1
2019-12,PCC Community Wellness Center,Clinic/Center,IL,O,Medicare,1346.77,14
2019-12,PCC Salud Family Health Center,Clinic/Center,IL,O,Commercial,810.53,7
2019-12,PCC Salud Family Health Center,Clinic/Center,IL,O,Medicare,513.04,10
2019-12,PCC South Family Health Center,Clinic/Center,IL,O,Medicare,3955.49,27
2019-12,PHMC Health Connection,Clinic/Center,PA,O,Medicare,0.00,2
2019-12,PMS Catron County Med Center,Clinic/Center,NM,O,Medicare,,4
2019-12,PMS Chaparral Family Health Center,Clinic/Center,NM,O,Medicaid,,1
2019-12,PMS Chaparral Family Health Center,Clinic/Center,NM,O,Medicare,466.49,16
2019-12,Pacific Heights Medical Group,Clinic/Center,CA,O,Commercial,906.42,2
2019-12,Pacific Ridge Medical Associates Inc.,Clinic/Center,CA,O,Commercial,114.26,1
2019-12,Pahokee Health Center,Clinic/Center,FL,O,Medicare,11571.81,74
2019-12,Palma Ceia Family Care,Clinic/Center,FL,O,Commercial,630.70,3
2019-12,Palmetto Medical Group LLC,Clinic/Center,SC,O,Commercial,108.23,1
2019-12,Pana Medical Group,Clinic/Center,IL,O,Medicare,107.49,1
2019-12,Pancare Community Health Center,Clinic/Center,FL,O,Medicare,218.19,3
2019-12,Panira Healthcare Clinic,Clinic/Center,FL,O,Commercial,243.34,1
2019-12,Pantops Family Medicine Plc.,Clinic/Center,VA,O,Commercial,555.56,3
2019-12,Paramus Pediatrics Pa,Clinic/Center,NJ,O,Commercial,893.67,6
2019-12,Park Place Pediatrics LLC,Clinic/Center,NY,O,Commercial,266.06,1
2019-12,Park Street Medical Clinic,Clinic/Center,NE,O,Commercial,132.77,1
2019-12,Park Street Medical Clinic,Clinic/Center,NE,O,Medicare,109.50,2
2019-12,Parkersburg Family Care,Clinic/Center,WV,O,Medicare,758.50,9
2019-12,Parkside Medical Center,Clinic/Center,NJ,O,Medicare,164.92,3
2019-12,Parktree Community Health Center,Clinic/Center,CA,O,Medicare,698.95,14
2019-12,Parkview Medical Group LLC,Clinic/Center,FL,O,Medicare,61.03,1
2019-12,Partners In Primary Care,Clinic/Center,IL,O,Commercial,162.46,1
2019-12,Parviz Amini A Medical Corp.,Clinic/Center,CA,O,Commercial,316.69,2
2019-12,"Pasadena Peditarics, P.A.",Clinic/Center,FL,O,Medicare,549.15,2
2019-12,Pathways To Housing Dc,Clinic/Center,DC,O,Medicare,0.00,1
2019-12,Patient Care Family Clinic,Clinic/Center,MO,O,Commercial,47.94,1
2019-12,"Paul Keshishian, D.O., PC",Clinic/Center,NJ,O,Commercial,261.24,3
2019-12,Paul Pierrot MD PC,Clinic/Center,NJ,O,Commercial,320.89,3
2019-12,Paula Sjolund Do LLC,Clinic/Center,NJ,O,Commercial,1549.90,12
2019-12,Peach Tree Linda,Clinic/Center,CA,O,Commercial,1279.06,6
2019-12,Peach Tree Linda,Clinic/Center,CA,O,Medicare,1533.07,16
2019-12,Pediatric Associates Medical Group Inc.,Clinic/Center,CA,O,Commercial,581.86,3
2019-12,Pediatric Care Specialists,Clinic/Center,PA,O,Commercial,906.02,8
2019-12,Pediatric Care Specialists,Clinic/Center,PA,O,Medicare,5644.68,1
2019-12,Pediatric Consultants of Hampton Roads,Clinic/Center,VA,O,Commercial,408.18,2
2019-12,Pediatric Consultants of Hampton Roads,Clinic/Center,VA,O,Medicare,2075.68,15
2019-12,Pediatricians of Dallas Pa,Clinic/Center,TX,O,Commercial,313.14,2
2019-12,Pediatrics Care Plus Pa,Clinic/Center,FL,O,Medicare,1017.83,6
2019-12,Pediatrics Pa,Clinic/Center,FL,O,Medicare,780.21,7
2019-12,Pedios Ltd.,Clinic/Center,IL,O,Commercial,1019.69,6
2019-12,Penobscot Pediatrics,Clinic/Center,ME,O,Commercial,620.92,5
2019-12,Penobscot Pediatrics,Clinic/Center,ME,O,Medicaid,137.16,1
2019-12,Peoples Clinic HCH Outreach,Clinic/Center,CO,O,Medicare,40.13,16
2019-12,Perlman Clinic,Clinic/Center,CA,O,Commercial,691.37,4
2019-12,"Peter B. Shin, M.D., Inc.",Clinic/Center,CA,O,Commercial,104.88,1
2019-12,Peter J. Reed Do PC,Clinic/Center,AZ,O,Commercial,101.94,1
2019-12,Petty Medical Clinic,Clinic/Center,AR,O,Commercial,117.13,1
2019-12,Peyton Family Practice LLC,Clinic/Center,VA,O,Commercial,665.88,2
2019-12,Pham Internal Medicine,Clinic/Center,VA,O,Commercial,91.16,1
2019-12,Philadelphia District Health Center 5,Clinic/Center,PA,O,Medicare,643.44,3
2019-12,Philadelphia Health Care Center 2,Clinic/Center,PA,O,Medicare,631.12,4
2019-12,Phoebe-Sumter Medical Clinic,Clinic/Center,GA,O,Medicare,722.21,7
2019-12,Physicians Express,Clinic/Center,IL,O,Commercial,982.49,5
2019-12,Physicians Urgent Care-Franklin,Clinic/Center,TN,O,Commercial,142.72,1
2019-12,Piedmont Health and Wellness,Clinic/Center,VA,O,Commercial,733.22,3
2019-12,Pinebrook Medical Center,Clinic/Center,NJ,O,Commercial,280.90,1
2019-12,Planned Parenthood B. Street Clinic,Clinic/Center,CA,O,Medicare,125.83,2
2019-12,Playhouse Pediatrics P.A.,Clinic/Center,TX,O,Medicare,99.63,1
2019-12,Ponce Preventive Care LLC,Clinic/Center,GA,O,Commercial,202.08,2
2019-12,Potomac Health & Wellness,Clinic/Center,VA,O,Commercial,169.24,1
2019-12,Practice Health,Clinic/Center,MT,O,Commercial,441.65,1
2019-12,Preferred Pediatrics Urgent Care For Kids,Clinic/Center,TX,O,Commercial,303.01,2
2019-12,Premiere Community Healthcare Group,Clinic/Center,FL,O,Commercial,0.00,1
2019-12,Premiere Community Healthcare Group,Clinic/Center,FL,O,Medicare,60.89,12
2019-12,Premiere Medical Center Inc.,Clinic/Center,SC,O,Commercial,72.24,1
2019-12,Premiere Urgent Care and Family Care,Clinic/Center,CA,O,Commercial,299.00,2
2019-12,Premiere Walk In Clinic,Clinic/Center,FL,O,Commercial,118.78,1
2019-12,Prestige Medical Group LLC,Clinic/Center,FL,O,Commercial,960.50,1
2019-12,Prestige Urgent Care LLC,Clinic/Center,CA,O,Commercial,1251.62,2
2019-12,Prevention Clinics LLC,Clinic/Center,NJ,O,Commercial,270.81,2
2019-12,Primary Care Pediatrics,Clinic/Center,GA,O,Commercial,101.04,1
2019-12,Primary Care Physicians of Joliet Sc,Clinic/Center,IL,O,Medicaid,85.26,1
2019-12,Primary Care Physicians of Joliet Sc,Clinic/Center,IL,O,Medicare,413.52,5
2019-12,Primary Health Care-Marshalltown Clinic,Clinic/Center,IA,O,Medicare,63.42,1
2019-12,Prime Care Medical Clinic,Clinic/Center,AR,O,Commercial,3304.34,16
2019-12,Primecaremds,Clinic/Center,TX,O,Medicare,324.34,1
2019-12,Primemed,Clinic/Center,VA,O,Commercial,287.39,1
2019-12,Priority Medical Care,Clinic/Center,NJ,O,Commercial,426.02,3
2019-12,"Proactive Physicians of Marietta, PC",Clinic/Center,GA,O,Commercial,353.08,2
2019-12,Progressive Care Medical Group of Mi PLLC,Clinic/Center,MI,O,Commercial,102.90,1
2019-12,Progressive Care Medical Group of Tn PLLC,Clinic/Center,TN,O,Commercial,1008.94,4
2019-12,Project Renewal Inc.,Clinic/Center,NY,O,Commercial,,1
2019-12,Project Renewal Inc.,Clinic/Center,NY,O,Medicare,79.99,1
2019-12,Promesa Inc.,Clinic/Center,NY,I,Commercial,41629.06,5
2019-12,Promesa Inc.,Clinic/Center,NY,O,Commercial,537.65,7
2019-12,Promesa Inc.,Clinic/Center,NY,O,Medicare,3038.80,18
2019-12,Prompt Medical Care,Clinic/Center,NJ,O,Commercial,1186.14,3
2019-12,Prosser PMH Family Medicine,Clinic/Center,WA,O,Commercial,198.35,1
2019-12,Protocare Inc.,Clinic/Center,IL,O,Commercial,81.23,1
2019-12,Prudentmd LLC,Clinic/Center,NJ,O,Commercial,413.03,3
2019-12,Prudentmd LLC,Clinic/Center,NJ,O,Medicare,622.74,2
2019-12,Pueblo Cmnty. Health Ctr-Grand Ave. Clinic,Clinic/Center,CO,O,Commercial,119.47,1
2019-12,Pueblo Family Medicine PC,Clinic/Center,CO,O,Commercial,186.99,2
2019-12,Pueblo Medical Associates Inc.,Clinic/Center,CA,O,Commercial,126.98,1
2019-12,Pureview Health Center,Clinic/Center,MT,O,Commercial,314.70,2
2019-12,Quad Cities Pediatrics PC,Clinic/Center,IA,O,Medicare,118.18,1
2019-12,Quad/Med LLC,Clinic/Center,WI,O,Commercial,86.11,1
2019-12,Quality Primary Care P A,Clinic/Center,FL,O,Commercial,216.20,1
2019-12,"Quan H. Le, MD Pa",Clinic/Center,TX,O,Commercial,109.70,1
2019-12,Queenscare Hlth. Centers E 3rd Street,Clinic/Center,CA,O,Medicare,51.42,1
2019-12,Quince Orchard Pediatrics,Clinic/Center,MD,O,Medicare,150.37,1
2019-12,Qvita Health and Wellness LLC,Clinic/Center,FL,O,Commercial,121.74,1
2019-12,RMC Family Health Care,Clinic/Center,TX,O,Commercial,154.61,1
2019-12,Rainbow River Medical Laboratory,Clinic/Center,FL,O,Commercial,155.71,1
2019-12,Raintree Healthcare,Clinic/Center,TX,O,Commercial,513.70,6
2019-12,Rakesh Patel MD,Clinic/Center,TX,O,Commercial,143.12,1
2019-12,"Ramsey R. Hazboun, M.D., P.A.",Clinic/Center,TX,O,Commercial,105.86,1
2019-12,Ranch View Family Medicine PC,Clinic/Center,CO,O,Commercial,748.18,5
2019-12,Raymond Clinic,Clinic/Center,ID,O,Commercial,207.54,2
2019-12,Rea Health Clinic-Christopher,Clinic/Center,IL,O,Commercial,9915.05,93
2019-12,Rea Health Clinic-Christopher,Clinic/Center,IL,O,Medicaid,123.16,1
2019-12,Rea Health Clinic-Christopher,Clinic/Center,IL,O,Medicare,115.35,1
2019-12,Recovery Unlimited,Clinic/Center,CO,O,Medicare,22.79,1
2019-12,Redding Pediatrics Inc.,Clinic/Center,CA,O,Commercial,71.60,1
2019-12,Regence Health Network,Clinic/Center,TX,O,Medicare,11730.37,86
2019-12,Regence Health Network Hereford Clinic,Clinic/Center,TX,O,Medicare,12554.43,40
